eid,date,timeofday,howlong,friends
e4197,2011/03/13,late in the evening,46,"Rylee, Piper, Lydia"
e4204,2011/03/14,in the early evening,34,"Olivia, Hazel, Lydia"
e4205,2011/03/14,in the early evening,7,"Olivia, Nora, Piper"
e4206,2011/03/14,late in the evening,26,"Hazel, Nevaeh"
e4213,2011/03/15,during lunch hours,33,"Layla, Hazel, Lydia"
e4214,2011/03/15,in the early afternoon,15,"Olivia, Avery, Piper, Layla"
e4215,2011/03/15,late in the evening,45,"Hazel, Claire, Avery"
e4222,2011/03/16,in the early evening,42,"Kinsley, Lydia, Eva, Nora"
e4223,2011/03/16,late in the evening,52,"Lydia, Avery, Claire, Kinsley"
e4230,2011/03/17,in the late afternoon,15,"Rylee, Avery, Piper, Kinsley"
e4231,2011/03/17,in the early afternoon,18,"Hazel, Rylee, Olivia"
e4238,2011/03/18,during lunch hours,35,"Kinsley, Nevaeh"
e4239,2011/03/18,late in the evening,13,Avery
e4246,2011/03/19,during lunch hours,28,Piper
e4247,2011/03/19,during lunch hours,53,"Olivia, Kinsley, Claire"
e4248,2011/03/19,during lunch hours,42,"Kinsley, Hazel"
e4249,2011/03/19,during lunch hours,49,"Kinsley, Nevaeh, Piper, Rylee"
e4256,2011/03/20,in the morning,32,"Nora, Claire, Piper, Nevaeh"
e4257,2011/03/20,in the late afternoon,53,"Eva, Kinsley, Lydia"
e4258,2011/03/20,in the early afternoon,54,"Eva, Claire"
e4265,2011/03/21,in the early afternoon,43,"Nevaeh, Claire, Lydia, Avery"
e4266,2011/03/21,in the early evening,25,"Avery, Kinsley, Olivia"
e4267,2011/03/21,late in the evening,32,"Lydia, Eva"
e4268,2011/03/21,during lunch hours,33,"Claire, Eva, Lydia"
e4275,2011/03/22,in the late afternoon,34,"Olivia, Hazel, Nevaeh, Avery"
e4276,2011/03/22,in the morning,19,"Piper, Nevaeh, Avery, Lydia"
e4283,2011/03/23,during lunch hours,8,"Hazel, Layla"
e4290,2011/03/24,late in the evening,11,"Rylee, Kinsley, Nora, Avery"
e4291,2011/03/24,late in the evening,39,Kinsley
e4292,2011/03/24,during lunch hours,45,"Lydia, Rylee"
e4299,2011/03/25,in the late afternoon,20,Avery
e4300,2011/03/25,in the early afternoon,23,Rylee
e4301,2011/03/25,in the late afternoon,19,"Nevaeh, Lydia"
e4308,2011/03/26,in the early afternoon,45,"Nora, Layla"
e4309,2011/03/26,during lunch hours,9,"Avery, Lydia"
e4316,2011/03/27,in the morning,51,"Layla, Piper, Nora, Rylee"
e4317,2011/03/27,in the early evening,55,"Nora, Olivia, Hazel, Lydia"
e4324,2011/03/28,in the morning,14,"Piper, Piper, Nevaeh"
e4325,2011/03/28,late in the evening,33,"Piper, Eva, Hazel, Layla"
e4326,2011/03/28,in the early afternoon,25,"Kinsley, Claire"
e4332,2011/03/29,in the early afternoon,11,Lydia
e4333,2011/03/29,in the early evening,20,"Rylee, Nevaeh"
e4340,2011/03/30,in the late afternoon,26,"Olivia, Nora, Lydia, Kinsley"
e4341,2011/03/30,in the early afternoon,44,Avery
e4342,2011/03/30,in the late afternoon,30,"Claire, Nora, Hazel, Piper"
e4343,2011/03/30,late in the evening,22,"Avery, Hazel, Eva"
e4350,2011/03/31,in the morning,5,"Nora, Kinsley"
e4351,2011/03/31,in the late afternoon,32,"Hazel, Olivia, Nora, Claire"
e4358,2011/04/01,during lunch hours,23,"Piper, Hazel, Piper, Avery"
e4359,2011/04/01,late in the evening,17,Nora
e4366,2011/04/02,in the early evening,12,"Kinsley, Olivia, Avery, Piper"
e4367,2011/04/02,in the late afternoon,55,"Claire, Piper, Kinsley"
e4368,2011/04/02,late in the evening,55,Rylee
e4375,2011/04/03,during lunch hours,42,Lydia
e4376,2011/04/03,in the early evening,52,"Claire, Rylee, Hazel"
e4377,2011/04/03,late in the evening,52,"Kinsley, Nevaeh, Piper"
e4378,2011/04/03,in the early evening,43,"Nevaeh, Layla, Nora"
e4385,2011/04/04,during lunch hours,34,Nevaeh
e4386,2011/04/04,late in the evening,39,Eva
e4393,2011/04/05,in the late afternoon,28,"Layla, Hazel"
e4394,2011/04/05,in the late afternoon,35,Piper
e4401,2011/04/06,during lunch hours,15,"Hazel, Lydia, Nora"
e4402,2011/04/06,during lunch hours,12,"Piper, Nora, Nevaeh, Claire"
e4403,2011/04/06,late in the evening,18,"Olivia, Eva"
e4409,2011/04/07,late in the evening,43,"Kinsley, Nevaeh"
e4410,2011/04/07,in the early evening,22,"Claire, Hazel, Piper, Eva"
e4411,2011/04/07,in the early afternoon,41,"Piper, Layla"
e4412,2011/04/07,in the early afternoon,29,"Kinsley, Lydia, Nevaeh, Rylee"
e4419,2011/04/08,late in the evening,23,"Piper, Layla"
e4420,2011/04/08,during lunch hours,43,"Hazel, Claire, Kinsley"
e4421,2011/04/08,in the late afternoon,10,Kinsley
e4427,2011/04/09,in the morning,45,"Rylee, Lydia, Eva, Avery"
e4428,2011/04/09,in the early evening,24,"Hazel, Layla, Rylee, Olivia"
e4429,2011/04/09,in the early evening,12,Avery
e4436,2011/04/10,during lunch hours,18,"Piper, Eva, Claire, Piper"
e4437,2011/04/10,during lunch hours,26,"Nevaeh, Piper"
e4438,2011/04/10,late in the evening,21,"Piper, Layla, Nevaeh"
e4445,2011/04/11,in the early evening,10,"Piper, Piper"
e4446,2011/04/11,in the morning,13,Eva
e4452,2011/04/12,late in the evening,47,"Avery, Rylee, Eva, Piper"
e4453,2011/04/12,in the morning,5,"Rylee, Claire"
e4454,2011/04/12,late in the evening,29,"Piper, Eva"
e4461,2011/04/13,in the morning,10,"Hazel, Avery, Layla"
e4462,2011/04/13,in the early evening,45,"Nevaeh, Kinsley"
e4463,2011/04/13,late in the evening,14,"Hazel, Claire, Avery, Piper"
e4470,2011/04/14,late in the evening,40,"Kinsley, Hazel, Avery, Nora"
e4471,2011/04/14,during lunch hours,50,"Olivia, Piper, Layla"
e4472,2011/04/14,in the late afternoon,50,"Nora, Piper, Piper"
e4479,2011/04/15,late in the evening,43,"Eva, Rylee, Nevaeh, Kinsley"
e4486,2011/04/16,in the morning,38,"Piper, Avery"
e4487,2011/04/16,in the early afternoon,48,Piper
e4488,2011/04/16,during lunch hours,42,Piper
e4495,2011/04/17,during lunch hours,54,"Kinsley, Lydia"
e4496,2011/04/17,in the morning,38,"Hazel, Kinsley, Claire, Nevaeh"
e4497,2011/04/17,during lunch hours,45,"Hazel, Piper"
e4503,2011/04/18,late in the evening,53,"Kinsley, Lydia, Olivia"
e4504,2011/04/18,in the early afternoon,34,"Claire, Rylee, Lydia, Nora"
e4505,2011/04/18,in the late afternoon,20,Rylee
e4506,2011/04/18,in the early evening,27,"Eva, Kinsley"
e4513,2011/04/19,late in the evening,12,"Layla, Eva"
e4514,2011/04/19,during lunch hours,5,"Piper, Piper, Avery"
e4515,2011/04/19,in the early evening,39,"Layla, Avery"
e4522,2011/04/20,late in the evening,40,Lydia
e4523,2011/04/20,in the late afternoon,8,Rylee
e4524,2011/04/20,in the early evening,42,"Hazel, Piper, Claire, Kinsley"
e4531,2011/04/21,during lunch hours,53,Claire
e4532,2011/04/21,late in the evening,37,"Lydia, Nora"
e4533,2011/04/21,late in the evening,43,Layla
e4540,2011/04/22,in the early evening,26,"Hazel, Piper, Olivia, Lydia"
e4541,2011/04/22,late in the evening,53,"Eva, Kinsley, Nevaeh"
e4542,2011/04/22,late in the evening,10,"Lydia, Kinsley, Avery, Piper"
e4549,2011/04/23,in the early afternoon,39,"Piper, Nora, Nevaeh, Lydia"
e4550,2011/04/23,late in the evening,45,"Claire, Piper, Nevaeh, Kinsley"
e4557,2011/04/24,in the late afternoon,50,Hazel
e4558,2011/04/24,in the early afternoon,11,"Nevaeh, Layla"
e4559,2011/04/24,in the morning,12,Eva
e4566,2011/04/25,in the early evening,23,Piper
e4567,2011/04/25,during lunch hours,28,"Lydia, Nora"
e4574,2011/04/26,in the early afternoon,41,"Piper, Olivia"
e4575,2011/04/26,late in the evening,36,"Nevaeh, Nora"
e4576,2011/04/26,in the morning,5,"Nevaeh, Nora"
e4577,2011/04/26,in the morning,42,Nevaeh
e4584,2011/04/27,in the late afternoon,21,"Layla, Lydia, Kinsley"
e4585,2011/04/27,in the late afternoon,27,"Avery, Hazel, Piper"
e4592,2011/04/28,in the late afternoon,27,"Piper, Nora"
e4593,2011/04/28,in the late afternoon,33,"Nora, Lydia"
e4594,2011/04/28,in the morning,33,Piper
e4595,2011/04/28,during lunch hours,51,"Nora, Layla"
e4602,2011/04/29,in the morning,49,Nevaeh
e4603,2011/04/29,in the morning,51,Nora
e4604,2011/04/29,late in the evening,45,"Claire, Kinsley"
e4611,2011/04/30,in the early evening,54,Piper
e4612,2011/04/30,during lunch hours,39,"Piper, Layla, Nora"
e4613,2011/04/30,in the morning,50,"Hazel, Rylee, Piper, Layla"
e4620,2011/05/01,in the morning,54,"Piper, Hazel, Avery, Nora"
e4621,2011/05/01,in the morning,7,"Lydia, Avery, Piper"
e4628,2011/05/02,during lunch hours,35,Layla
e4629,2011/05/02,in the early afternoon,51,Piper
e4636,2011/05/03,late in the evening,36,"Kinsley, Piper, Nevaeh, Piper"
e4637,2011/05/03,late in the evening,27,"Avery, Rylee, Olivia, Lydia"
e4638,2011/05/03,in the late afternoon,51,"Avery, Piper, Rylee"
e4645,2011/05/04,late in the evening,50,"Kinsley, Piper"
e4646,2011/05/04,in the early evening,52,"Piper, Lydia, Eva, Piper"
e4647,2011/05/04,in the morning,47,"Nevaeh, Lydia, Piper, Nora"
e4654,2011/05/05,in the early afternoon,10,"Piper, Olivia, Hazel, Layla"
e4655,2011/05/05,in the early evening,45,Lydia
e4656,2011/05/05,in the morning,20,"Rylee, Hazel"
e4662,2011/05/06,in the early evening,24,"Lydia, Piper"
e4663,2011/05/06,in the early afternoon,6,"Olivia, Rylee, Eva"
e4664,2011/05/06,in the early evening,40,"Piper, Eva"
e4671,2011/05/07,in the late afternoon,24,Nora
e4672,2011/05/07,in the early evening,32,"Kinsley, Claire"
e4673,2011/05/07,in the early evening,36,Piper
e4680,2011/05/08,during lunch hours,30,Claire
e4681,2011/05/08,in the early afternoon,22,Claire
e4682,2011/05/08,in the early afternoon,37,"Olivia, Lydia, Hazel"
e4689,2011/05/09,during lunch hours,49,Piper
e4690,2011/05/09,in the morning,5,Avery
e4691,2011/05/09,in the morning,33,"Piper, Avery, Layla"
e4698,2011/05/10,in the early evening,8,"Nevaeh, Olivia"
e4699,2011/05/10,in the late afternoon,26,Lydia
e4706,2011/05/11,during lunch hours,42,"Eva, Piper, Claire"
e4707,2011/05/11,in the early afternoon,42,Eva
e4714,2011/05/12,in the late afternoon,26,"Olivia, Nora, Piper, Eva"
e4715,2011/05/12,late in the evening,20,"Claire, Avery, Lydia"
e4716,2011/05/12,in the morning,31,"Piper, Nora, Piper"
e4723,2011/05/13,in the early afternoon,51,"Kinsley, Nevaeh, Lydia"
e4724,2011/05/13,late in the evening,42,"Nora, Claire"
e4725,2011/05/13,late in the evening,15,"Layla, Nevaeh, Hazel"
e4732,2011/05/14,during lunch hours,33,Olivia
e4733,2011/05/14,during lunch hours,26,"Avery, Olivia, Nora, Kinsley"
e4740,2011/05/15,during lunch hours,27,Nora
e4741,2011/05/15,late in the evening,20,Avery
e4742,2011/05/15,in the morning,17,"Nora, Olivia, Piper, Lydia"
e4743,2011/05/15,in the early evening,30,"Piper, Claire, Eva"
e4750,2011/05/16,in the early evening,32,Eva
e4751,2011/05/16,in the early afternoon,27,"Olivia, Piper"
e4752,2011/05/16,in the early evening,50,"Piper, Nora, Piper, Eva"
e4759,2011/05/17,in the early afternoon,37,"Rylee, Lydia, Nevaeh, Olivia"
e4760,2011/05/17,in the early evening,47,"Piper, Layla, Rylee, Avery"
e4761,2011/05/17,in the early afternoon,53,Nora
e4767,2011/05/18,in the early afternoon,26,"Piper, Nevaeh"
e4768,2011/05/18,in the early afternoon,39,"Piper, Claire, Lydia"
e4775,2011/05/19,in the early afternoon,30,"Lydia, Layla, Olivia"
e4776,2011/05/19,late in the evening,16,"Nevaeh, Olivia"
e4777,2011/05/19,in the late afternoon,41,"Nevaeh, Rylee, Piper"
e4784,2011/05/20,in the early afternoon,35,"Eva, Kinsley"
e4785,2011/05/20,in the early afternoon,39,Piper
e4786,2011/05/20,in the late afternoon,36,"Piper, Hazel, Layla, Nora"
e4792,2011/05/21,late in the evening,6,"Avery, Claire, Nevaeh"
e4793,2011/05/21,late in the evening,46,Hazel
e4794,2011/05/21,in the early evening,19,"Hazel, Olivia, Kinsley"
e4795,2011/05/21,during lunch hours,41,"Lydia, Rylee, Piper"
e4802,2011/05/22,in the early evening,33,Layla
e4803,2011/05/22,in the early afternoon,23,"Eva, Lydia, Nora, Kinsley"
e4804,2011/05/22,during lunch hours,21,"Nevaeh, Hazel, Nora"
e4810,2011/05/23,in the early evening,50,Avery
e4811,2011/05/23,in the early afternoon,15,Olivia
e4812,2011/05/23,late in the evening,39,"Nevaeh, Layla, Piper"
e4813,2011/05/23,late in the evening,36,"Claire, Lydia, Olivia"
e4820,2011/05/24,in the early evening,24,"Hazel, Piper"
e4821,2011/05/24,in the early afternoon,11,"Kinsley, Avery"
e4828,2011/05/25,in the morning,21,"Claire, Lydia, Rylee, Hazel"
e4829,2011/05/25,in the early evening,45,Piper
e4830,2011/05/25,during lunch hours,37,"Eva, Rylee"
e4837,2011/05/26,in the late afternoon,23,Lydia
e4838,2011/05/26,in the late afternoon,17,"Nora, Kinsley, Claire"
e4839,2011/05/26,during lunch hours,45,"Lydia, Layla, Piper, Claire"
e4846,2011/05/27,late in the evening,48,"Nora, Kinsley, Piper, Olivia"
e4847,2011/05/27,in the early afternoon,14,Lydia
e4854,2011/05/28,in the early afternoon,12,"Rylee, Nora, Hazel"
e4855,2011/05/28,late in the evening,9,Nora
e4862,2011/05/29,in the morning,7,Kinsley
e4863,2011/05/29,in the early evening,25,"Eva, Rylee, Claire, Avery"
e4864,2011/05/29,in the morning,48,Eva
e4865,2011/05/29,late in the evening,11,Nevaeh
e4872,2011/05/30,in the early evening,21,Kinsley
e4873,2011/05/30,late in the evening,44,"Nora, Claire, Lydia"
e4874,2011/05/30,in the morning,25,Eva
e4881,2011/05/31,late in the evening,23,"Olivia, Nevaeh, Piper"
e4882,2011/05/31,late in the evening,50,"Hazel, Olivia, Avery"
e4889,2011/06/01,in the morning,34,"Eva, Hazel"
e4890,2011/06/01,late in the evening,39,"Claire, Piper"
e4891,2011/06/01,in the morning,19,"Rylee, Lydia, Nevaeh, Eva"
e4898,2011/06/02,late in the evening,48,"Piper, Avery"
e4899,2011/06/02,in the late afternoon,26,"Rylee, Kinsley"
e4900,2011/06/02,during lunch hours,10,"Eva, Piper, Nora"
e4907,2011/06/03,in the early evening,12,"Nevaeh, Olivia, Layla, Rylee"
e4908,2011/06/03,in the early evening,30,"Olivia, Avery, Piper, Nora"
e4915,2011/06/04,in the early evening,14,"Claire, Piper, Olivia, Kinsley"
e4916,2011/06/04,in the early afternoon,42,"Piper, Nevaeh"
e4917,2011/06/04,during lunch hours,44,"Piper, Claire"
e4918,2011/06/04,in the morning,13,"Avery, Piper, Nora"
e4925,2011/06/05,in the late afternoon,52,"Piper, Lydia, Nevaeh, Hazel"
e4926,2011/06/05,during lunch hours,45,"Nevaeh, Nora"
e4927,2011/06/05,in the late afternoon,16,Claire
e4933,2011/06/06,in the late afternoon,19,"Nora, Avery, Piper"
e4934,2011/06/06,in the early afternoon,25,"Nora, Lydia"
e4940,2011/06/07,in the morning,54,"Rylee, Kinsley, Eva"
e4941,2011/06/07,during lunch hours,25,"Piper, Avery"
e4942,2011/06/07,in the early afternoon,28,Avery
e4949,2011/06/08,late in the evening,53,"Claire, Nora, Lydia"
e4950,2011/06/08,late in the evening,29,"Piper, Lydia, Nevaeh, Layla"
e4951,2011/06/08,during lunch hours,8,"Kinsley, Avery, Olivia, Hazel"
e4958,2011/06/09,in the early afternoon,13,"Hazel, Piper"
e4959,2011/06/09,in the late afternoon,15,Piper
e4966,2011/06/10,in the morning,9,"Layla, Eva, Avery, Kinsley"
e4967,2011/06/10,in the early evening,43,Eva
e4968,2011/06/10,in the late afternoon,30,"Layla, Rylee, Eva"
e4975,2011/06/11,in the early afternoon,27,"Rylee, Olivia, Piper, Avery"
e4976,2011/06/11,late in the evening,50,"Avery, Layla, Eva"
e4977,2011/06/11,in the morning,31,"Nevaeh, Piper, Lydia, Claire"
e4984,2011/06/12,in the morning,36,"Olivia, Rylee, Nora, Hazel"
e4985,2011/06/12,in the late afternoon,9,Eva
e4986,2011/06/12,late in the evening,11,Avery
e4987,2011/06/12,in the early evening,45,"Avery, Claire, Piper, Nora"
e4994,2011/06/13,late in the evening,29,"Layla, Piper"
e4995,2011/06/13,late in the evening,43,"Lydia, Avery, Rylee, Hazel"
e5002,2011/06/14,late in the evening,50,"Nevaeh, Piper, Olivia"
e5003,2011/06/14,during lunch hours,40,"Eva, Nora"
e5004,2011/06/14,during lunch hours,55,"Claire, Layla, Lydia, Rylee"
e5011,2011/06/15,in the morning,47,"Rylee, Eva, Olivia, Claire"
e5012,2011/06/15,in the early afternoon,17,Lydia
e5013,2011/06/15,late in the evening,55,"Rylee, Olivia, Hazel, Claire"
e5020,2011/06/16,late in the evening,33,Piper
e5021,2011/06/16,in the late afternoon,21,"Nora, Piper, Hazel"
e5022,2011/06/16,in the morning,25,"Olivia, Piper, Avery"
e5029,2011/06/17,in the early afternoon,26,"Nevaeh, Nora, Lydia, Avery"
e5030,2011/06/17,in the early evening,10,Kinsley
e5031,2011/06/17,in the early afternoon,33,Nora
e5038,2011/06/18,during lunch hours,24,"Eva, Olivia, Lydia"
e5039,2011/06/18,in the late afternoon,40,"Claire, Nevaeh, Piper"
e5040,2011/06/18,in the late afternoon,8,"Piper, Layla"
e5041,2011/06/18,late in the evening,16,"Kinsley, Avery, Piper, Eva"
e5048,2011/06/19,in the morning,25,"Eva, Kinsley, Nora, Avery"
e5049,2011/06/19,during lunch hours,23,"Nevaeh, Kinsley, Piper"
e5056,2011/06/20,during lunch hours,31,Piper
e5057,2011/06/20,in the early afternoon,7,"Claire, Lydia"
e5058,2011/06/20,late in the evening,35,"Claire, Hazel, Nora"
e5059,2011/06/20,in the morning,40,"Piper, Layla, Rylee, Piper"
e5066,2011/06/21,during lunch hours,42,Piper
e5067,2011/06/21,late in the evening,31,"Olivia, Lydia, Layla"
e5068,2011/06/21,late in the evening,10,"Nora, Hazel"
e5069,2011/06/21,in the early evening,51,"Lydia, Avery"
e5076,2011/06/22,in the late afternoon,11,"Piper, Layla, Rylee, Kinsley"
e5077,2011/06/22,during lunch hours,28,"Claire, Hazel, Piper"
e5078,2011/06/22,in the early evening,13,Nora
e5085,2011/06/23,during lunch hours,8,Rylee
e5086,2011/06/23,in the late afternoon,26,Nora
e5093,2011/06/24,late in the evening,20,"Claire, Piper, Olivia, Kinsley"
e5094,2011/06/24,late in the evening,33,Piper
e5095,2011/06/24,in the early afternoon,48,Lydia
e5102,2011/06/25,in the early evening,46,Rylee
e5103,2011/06/25,in the late afternoon,20,"Rylee, Olivia"
e5104,2011/06/25,late in the evening,8,"Claire, Avery, Eva, Hazel"
e5111,2011/06/26,late in the evening,28,"Eva, Kinsley, Rylee, Lydia"
e5112,2011/06/26,in the late afternoon,49,"Piper, Avery, Lydia, Eva"
e5119,2011/06/27,in the early evening,46,"Kinsley, Avery, Piper, Layla"
e5120,2011/06/27,in the early evening,27,"Avery, Eva, Rylee"
e5121,2011/06/27,in the early evening,47,"Eva, Piper, Nora"
e5122,2011/06/27,in the early afternoon,9,Hazel
e5128,2011/06/28,in the late afternoon,11,"Piper, Hazel"
e5129,2011/06/28,in the early evening,30,"Nevaeh, Nora, Lydia"
e5130,2011/06/28,in the early afternoon,23,"Claire, Piper, Layla, Nevaeh"
e5137,2011/06/29,in the early evening,53,"Lydia, Nevaeh, Avery"
e5138,2011/06/29,in the late afternoon,28,Eva
e5145,2011/06/30,in the late afternoon,16,Piper
e5146,2011/06/30,late in the evening,32,"Nora, Piper, Eva"
e5153,2011/07/01,during lunch hours,50,Layla
e5154,2011/07/01,in the morning,46,"Rylee, Claire, Hazel, Piper"
e5161,2011/07/02,during lunch hours,29,"Layla, Nora"
e5162,2011/07/02,in the late afternoon,14,"Lydia, Rylee, Eva"
e5163,2011/07/02,during lunch hours,22,"Layla, Nevaeh"
e5164,2011/07/02,late in the evening,30,"Eva, Avery"
e5171,2011/07/03,in the early evening,55,"Kinsley, Claire, Lydia, Piper"
e5172,2011/07/03,during lunch hours,12,Eva
e5173,2011/07/03,in the early evening,11,"Avery, Nevaeh, Nora"
e5180,2011/07/04,during lunch hours,5,"Piper, Olivia, Hazel"
e5181,2011/07/04,in the late afternoon,16,"Kinsley, Olivia, Piper"
e5182,2011/07/04,during lunch hours,35,Avery
e5183,2011/07/04,late in the evening,18,"Avery, Olivia"
e5190,2011/07/05,in the late afternoon,19,Piper
e5191,2011/07/05,late in the evening,34,"Layla, Rylee, Kinsley, Claire"
e5198,2011/07/06,in the morning,33,Nora
e5199,2011/07/06,late in the evening,12,"Lydia, Avery"
e5200,2011/07/06,in the early afternoon,42,"Hazel, Kinsley, Piper"
e5207,2011/07/07,late in the evening,14,"Kinsley, Claire"
e5208,2011/07/07,during lunch hours,28,Nevaeh
e5209,2011/07/07,late in the evening,11,"Hazel, Lydia"
e5210,2011/07/07,in the late afternoon,53,Avery
e5217,2011/07/08,during lunch hours,51,Olivia
e5224,2011/07/09,in the early evening,43,"Piper, Layla"
e5225,2011/07/09,in the morning,47,"Kinsley, Rylee, Claire"
e5232,2011/07/10,during lunch hours,37,Kinsley
e5233,2011/07/10,during lunch hours,41,Piper
e5234,2011/07/10,in the early evening,7,Lydia
e5241,2011/07/11,late in the evening,8,"Avery, Piper, Kinsley"
e5242,2011/07/11,during lunch hours,36,"Lydia, Piper"
e5243,2011/07/11,in the morning,15,Hazel
e5244,2011/07/11,in the early afternoon,13,Hazel
e5251,2011/07/12,in the early afternoon,14,Hazel
e5252,2011/07/12,during lunch hours,32,"Layla, Hazel"
e5253,2011/07/12,late in the evening,36,"Nora, Kinsley, Claire"
e5260,2011/07/13,in the morning,12,"Nora, Kinsley, Hazel, Piper"
e5261,2011/07/13,in the late afternoon,35,"Claire, Lydia, Olivia, Eva"
e5268,2011/07/14,in the morning,55,"Hazel, Layla"
e5269,2011/07/14,late in the evening,16,"Avery, Claire, Layla, Lydia"
e5270,2011/07/14,during lunch hours,49,"Nora, Piper, Eva"
e5277,2011/07/15,in the morning,13,"Avery, Claire, Kinsley, Layla"
